PassengerId,Survived,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
932,0,0,39.0,0,1,349256,13.4167,1,0,0,0,0,1
933,0,0,27.0,0,0,113778,26.55,0,0,1,1,0,0
934,0,0,41.0,0,0,3101263,7.85,0,0,1,0,0,1
935,1,1,30.0,0,0,237249,13.0,0,0,1,0,1,0
936,1,1,45.0,1,0,11753,52.5542,0,0,1,1,0,0
937,0,0,25.0,0,0,2,7.925,0,0,1,0,0,1
938,0,0,45.0,0,0,17594,29.7,1,0,0,1,0,0
939,0,0,27.0,0,0,370374,7.75,0,1,0,0,0,1
940,1,1,60.0,0,0,11813,76.2917,1,0,0,1,0,0
941,1,1,36.0,0,2,37671,15.9,0,0,1,0,0,1
942,0,0,24.0,1,0,13695,60.0,0,0,1,1,0,0
943,0,0,27.0,0,0,2168,15.0333,1,0,0,0,1,0
944,1,1,20.0,2,1,29105,23.0,0,0,1,0,1,0
945,1,1,28.0,3,2,19950,263.0,0,0,1,1,0,0
946,0,0,27.0,0,0,3,15.5792,1,0,0,0,1,0
947,0,0,10.0,4,1,382652,29.125,0,1,0,0,0,1
948,0,0,35.0,0,0,349230,7.8958,0,0,1,0,0,1
949,0,0,25.0,0,0,348122,7.65,0,0,1,0,0,1
950,0,0,27.0,1,0,386525,16.1,0,0,1,0,0,1
951,1,1,36.0,0,0,17608,262.375,1,0,0,1,0,0
952,0,0,17.0,0,0,349232,7.8958,0,0,1,0,0,1
953,0,0,32.0,0,0,237216,13.5,0,0,1,0,1,0
954,0,0,18.0,0,0,347090,7.75,0,0,1,0,0,1
955,1,1,22.0,0,0,334914,7.725,0,1,0,0,0,1
956,0,0,13.0,2,2,17608,262.375,1,0,0,1,0,0
957,1,1,27.0,0,0,13534,21.0,0,0,1,0,1,0
958,1,1,18.0,0,0,330963,7.8792,0,1,0,0,0,1
959,0,0,47.0,0,0,113796,42.4,0,0,1,1,0,0
960,0,0,31.0,0,0,2543,28.5375,1,0,0,1,0,0
961,1,1,60.0,1,4,19950,263.0,0,0,1,1,0,0
962,1,1,24.0,0,0,382653,7.75,0,1,0,0,0,1
963,0,0,21.0,0,0,349211,7.8958,0,0,1,0,0,1
964,1,1,29.0,0,0,3101297,7.925,0,0,1,0,0,1
965,0,0,28.5,0,0,17562,27.7208,1,0,0,1,0,0
966,1,1,35.0,0,0,113503,211.5,1,0,0,1,0,0
967,0,0,32.5,0,0,113503,211.5,1,0,0,1,0,0
968,0,0,27.0,0,0,359306,8.05,0,0,1,0,0,1
969,1,1,55.0,2,0,11770,25.7,0,0,1,1,0,0
970,0,0,30.0,0,0,248744,13.0,0,0,1,0,1,0
971,1,1,24.0,0,0,368702,7.75,0,1,0,0,0,1
972,0,0,6.0,1,1,2678,15.2458,1,0,0,0,0,1
973,0,0,67.0,1,0,17483,221.7792,0,0,1,1,0,0
974,0,0,49.0,0,0,19924,26.0,0,0,1,1,0,0
975,0,0,27.0,0,0,349238,7.8958,0,0,1,0,0,1
976,0,0,27.0,0,0,240261,10.7083,0,1,0,0,1,0
977,0,0,27.0,1,0,2660,14.4542,1,0,0,0,0,1
978,1,1,27.0,0,0,330844,7.8792,0,1,0,0,0,1
979,1,1,18.0,0,0,4,8.05,0,0,1,0,0,1
980,1,1,27.0,0,0,364856,7.75,0,1,0,0,0,1
981,0,0,2.0,1,1,29103,23.0,0,0,1,0,1,0
982,1,1,22.0,1,0,347072,13.9,0,0,1,0,0,1
983,0,0,27.0,0,0,345498,7.775,0,0,1,0,0,1
984,1,1,27.0,1,2,12750,52.0,0,0,1,1,0,0
985,0,0,27.0,0,0,376563,8.05,0,0,1,0,0,1
986,0,0,25.0,0,0,13905,26.0,1,0,0,1,0,0
987,0,0,25.0,0,0,350033,7.7958,0,0,1,0,0,1
988,1,1,76.0,1,0,19877,78.85,0,0,1,1,0,0
989,0,0,29.0,0,0,2,7.925,0,0,1,0,0,1
990,1,1,20.0,0,0,347471,7.8542,0,0,1,0,0,1
991,0,0,33.0,0,0,5,8.05,0,0,1,0,0,1
992,1,1,43.0,1,0,11778,55.4417,1,0,0,1,0,0
993,0,0,27.0,1,0,228414,26.0,0,0,1,0,1,0
994,0,0,27.0,0,0,365235,7.75,0,1,0,0,0,1
995,0,0,26.0,0,0,347070,7.775,0,0,1,0,0,1
996,1,1,16.0,1,1,2625,8.5167,1,0,0,0,0,1
997,0,0,28.0,0,0,4001,22.525,0,0,1,0,0,1
998,0,0,21.0,0,0,330920,7.8208,0,1,0,0,0,1
999,0,0,27.0,0,0,383162,7.75,0,1,0,0,0,1
1000,0,0,27.0,0,0,3410,8.7125,0,0,1,0,0,1
1001,0,0,18.5,0,0,248734,13.0,0,0,1,0,1,0
1002,0,0,41.0,0,0,237734,15.0458,1,0,0,0,1,0
1003,1,1,27.0,0,0,330968,7.7792,0,1,0,0,0,1
1004,1,1,36.0,0,0,17531,31.6792,1,0,0,1,0,0
1005,1,1,18.5,0,0,329944,7.2833,0,1,0,0,0,1
1006,1,1,63.0,1,0,17483,221.7792,0,0,1,1,0,0
1007,0,0,18.0,1,0,2680,14.4542,1,0,0,0,0,1
1008,0,0,27.0,0,0,2681,6.4375,1,0,0,0,0,1
1009,1,1,1.0,1,1,9549,16.7,0,0,1,0,0,1
1010,0,0,36.0,0,0,13050,75.2417,1,0,0,1,0,0
1011,1,1,29.0,1,0,29037,26.0,0,0,1,0,1,0
1012,1,1,12.0,0,0,33595,15.75,0,0,1,0,1,0
1013,0,0,27.0,1,0,367227,7.75,0,1,0,0,0,1
1014,1,1,35.0,1,0,13236,57.75,1,0,0,1,0,0
1015,0,0,28.0,0,0,392095,7.25,0,0,1,0,0,1
1016,0,0,27.0,0,0,368783,7.75,0,1,0,0,0,1
1017,1,1,17.0,0,1,371362,16.1,0,0,1,0,0,1
1018,0,0,22.0,0,0,350045,7.7958,0,0,1,0,0,1
1019,1,1,27.0,2,0,367226,23.25,0,1,0,0,0,1
1020,0,0,42.0,0,0,211535,13.0,0,0,1,0,1,0
1021,0,0,24.0,0,0,342441,8.05,0,0,1,0,0,1
1022,0,0,32.0,0,0,369943,8.05,0,0,1,0,0,1
1023,0,0,53.0,0,0,113780,28.5,1,0,0,1,0,0
1024,1,1,27.0,0,4,4133,25.4667,0,0,1,0,0,1
1025,0,0,27.0,1,0,2621,6.4375,1,0,0,0,0,1
1026,0,0,43.0,0,0,349226,7.8958,0,0,1,0,0,1
1027,0,0,24.0,0,0,350409,7.8542,0,0,1,0,0,1
1028,0,0,26.5,0,0,2656,7.225,1,0,0,0,0,1
1029,0,0,26.0,0,0,248659,13.0,0,0,1,0,1,0
1030,1,1,23.0,0,0,392083,8.05,0,0,1,0,0,1
1031,0,0,40.0,1,6,2144,46.9,0,0,1,0,0,1
1032,1,1,10.0,5,2,2144,46.9,0,0,1,0,0,1
1033,1,1,33.0,0,0,113781,151.55,0,0,1,1,0,0
1034,0,0,61.0,1,3,17608,262.375,1,0,0,1,0,0
1035,0,0,28.0,0,0,244358,26.0,0,0,1,0,1,0
1036,0,0,42.0,0,0,17475,26.55,0,0,1,1,0,0
1037,0,0,31.0,3,0,345763,18.0,0,0,1,0,0,1
1038,0,0,27.0,0,0,17463,51.8625,0,0,1,1,0,0
1039,0,0,22.0,0,0,4,8.05,0,0,1,0,0,1
1040,0,0,27.0,0,0,113791,26.55,0,0,1,1,0,0
1041,0,0,30.0,1,1,250651,26.0,0,0,1,0,1,0
1042,1,1,23.0,0,1,11767,83.1583,1,0,0,1,0,0
1043,0,0,27.0,0,0,349255,7.8958,1,0,0,0,0,1
1044,0,0,60.5,0,0,3701,14.4542,0,0,1,0,0,1
1045,1,1,36.0,0,2,350405,12.1833,0,0,1,0,0,1
1046,0,0,13.0,4,2,347077,31.3875,0,0,1,0,0,1
1047,0,0,24.0,0,0,752,7.55,0,0,1,0,0,1
1048,1,1,29.0,0,0,17483,221.7792,0,0,1,1,0,0
1049,1,1,23.0,0,0,347469,7.8542,0,0,1,0,0,1
1050,0,0,42.0,0,0,110489,26.55,0,0,1,1,0,0
1051,1,1,26.0,0,2,3101315,13.775,0,0,1,0,0,1
1052,1,1,27.0,0,0,335432,7.7333,0,1,0,0,0,1
1053,0,0,7.0,1,1,2650,15.2458,1,0,0,0,0,1
1054,1,1,26.0,0,0,220844,13.5,0,0,1,0,1,0
1055,0,0,27.0,0,0,343271,7.0,0,0,1,0,0,1
1056,0,0,41.0,0,0,237393,13.0,0,0,1,0,1,0
1057,1,1,26.0,1,1,315153,22.025,0,0,1,0,0,1
1058,0,0,48.0,0,0,17591,50.4958,1,0,0,1,0,0
1059,0,0,18.0,2,2,6608,34.375,0,0,1,0,0,1
1060,1,1,27.0,0,0,17770,27.7208,1,0,0,1,0,0
1061,1,1,22.0,0,0,7548,8.9625,0,0,1,0,0,1
1062,0,0,27.0,0,0,251,7.55,0,0,1,0,0,1
1063,0,0,27.0,0,0,2670,7.225,1,0,0,0,0,1
1064,0,0,23.0,1,0,347072,13.9,0,0,1,0,0,1
1065,0,0,27.0,0,0,2673,7.2292,1,0,0,0,0,1
1066,0,0,40.0,1,5,347077,31.3875,0,0,1,0,0,1
1067,1,1,15.0,0,2,29750,39.0,0,0,1,0,1,0
1068,1,1,20.0,0,0,33112,36.75,0,0,1,0,1,0
1069,0,0,54.0,1,0,11778,55.4417,1,0,0,1,0,0
1070,1,1,36.0,0,3,230136,39.0,0,0,1,0,1,0
1071,1,1,64.0,0,2,17756,83.1583,1,0,0,1,0,0
1072,0,0,30.0,0,0,233478,13.0,0,0,1,0,1,0
1073,0,0,37.0,1,1,17756,83.1583,1,0,0,1,0,0
1074,1,1,18.0,1,0,113773,53.1,0,0,1,1,0,0
1075,0,0,27.0,0,0,7935,7.75,0,1,0,0,0,1
1076,1,1,27.0,1,1,17558,247.5208,1,0,0,1,0,0
1077,0,0,40.0,0,0,239059,16.0,0,0,1,0,1,0
1078,1,1,21.0,0,1,2,21.0,0,0,1,0,1,0
1079,0,0,17.0,2,0,4,8.05,0,0,1,0,0,1
1080,1,1,27.0,8,2,2343,69.55,0,0,1,0,0,1
1081,0,0,40.0,0,0,28221,13.0,0,0,1,0,1,0
1082,0,0,34.0,1,0,226875,26.0,0,0,1,0,1,0
1083,0,0,27.0,0,0,111163,26.0,0,0,1,1,0,0
1084,0,0,11.5,1,1,5,14.5,0,0,1,0,0,1
1085,0,0,61.0,0,0,235509,12.35,0,1,0,0,1,0
1086,0,0,8.0,0,2,28220,32.5,0,0,1,0,1,0
1087,0,0,33.0,0,0,347465,7.8542,0,0,1,0,0,1
1088,0,0,6.0,0,2,16966,134.5,1,0,0,1,0,0
1089,1,1,18.0,0,0,347066,7.775,0,0,1,0,0,1
1090,0,0,23.0,0,0,31030,10.5,0,0,1,0,1,0
1091,1,1,27.0,0,0,65305,8.1125,0,0,1,0,0,1
1092,1,1,27.0,0,0,36568,15.5,0,1,0,0,0,1
1093,0,0,0.33,0,2,347080,14.4,0,0,1,0,0,1
1094,0,0,47.0,1,0,17757,227.525,1,0,0,1,0,0
1095,1,1,8.0,1,1,26360,26.0,0,0,1,0,1,0
1096,0,0,25.0,0,0,34050,10.5,0,0,1,0,1,0
1097,0,0,27.0,0,0,12998,25.7417,1,0,0,1,0,0
1098,1,1,35.0,0,0,9232,7.75,0,1,0,0,0,1
1099,0,0,24.0,0,0,28034,10.5,0,0,1,0,1,0
1100,1,1,33.0,0,0,17613,27.7208,1,0,0,1,0,0
1101,0,0,25.0,0,0,349250,7.8958,0,0,1,0,0,1
1102,0,0,32.0,0,0,4001,22.525,0,0,1,0,0,1
1103,0,0,27.0,0,0,3101308,7.05,0,0,1,0,0,1
1104,0,0,17.0,0,0,14879,73.5,0,0,1,0,1,0
1105,1,1,60.0,1,0,24065,26.0,0,0,1,0,1,0
1106,1,1,38.0,4,2,347091,7.775,0,0,1,0,0,1
1107,0,0,42.0,0,0,113038,42.5,0,0,1,1,0,0
1108,1,1,27.0,0,0,330924,7.8792,0,1,0,0,0,1
1109,0,0,57.0,1,1,36928,164.8667,0,0,1,1,0,0
1110,1,1,50.0,1,1,113503,211.5,1,0,0,1,0,0
1111,0,0,27.0,0,0,32302,8.05,0,0,1,0,0,1
1112,1,1,30.0,1,0,2148,13.8583,1,0,0,0,1,0
1113,0,0,21.0,0,0,342684,8.05,0,0,1,0,0,1
1114,1,1,22.0,0,0,14266,10.5,0,0,1,0,1,0
1115,0,0,21.0,0,0,350053,7.7958,0,0,1,0,0,1
1116,1,1,53.0,0,0,17606,27.4458,1,0,0,1,0,0
1117,1,1,27.0,0,2,2661,15.2458,1,0,0,0,0,1
1118,0,0,23.0,0,0,350054,7.7958,0,0,1,0,0,1
1119,1,1,27.0,0,0,370368,7.75,0,1,0,0,0,1
1120,0,0,40.5,0,0,6212,15.1,0,0,1,0,0,1
1121,0,0,36.0,0,0,242963,13.0,0,0,1,0,1,0
1122,0,0,14.0,0,0,220845,65.0,0,0,1,0,1,0
1123,1,1,21.0,0,0,113795,26.55,0,0,1,1,0,0
1124,0,0,21.0,1,0,3101266,6.4958,0,0,1,0,0,1
1125,0,0,27.0,0,0,330971,7.8792,0,1,0,0,0,1
1126,0,0,39.0,1,0,17599,71.2833,1,0,0,1,0,0
1127,0,0,20.0,0,0,350416,7.8542,0,0,1,0,0,1
1128,0,0,64.0,1,0,110813,75.25,1,0,0,1,0,0
1129,0,0,20.0,0,0,2679,7.225,1,0,0,0,0,1
1130,1,1,18.0,1,1,250650,13.0,0,0,1,0,1,0
1131,1,1,48.0,1,0,17761,106.425,1,0,0,1,0,0
1132,1,1,55.0,0,0,112377,27.7208,1,0,0,1,0,0
1133,1,1,45.0,0,2,237789,30.0,0,0,1,0,1,0
1134,0,0,45.0,1,1,16966,134.5,1,0,0,1,0,0
1135,0,0,27.0,0,0,3470,7.8875,0,0,1,0,0,1
1136,0,0,27.0,1,2,6607,23.45,0,0,1,0,0,1
1137,0,0,41.0,1,0,17464,51.8625,0,0,1,1,0,0
1138,1,1,22.0,0,0,13534,21.0,0,0,1,0,1,0
1139,0,0,42.0,1,1,28220,32.5,0,0,1,0,1,0
1140,1,1,29.0,1,0,26707,26.0,0,0,1,0,1,0
1141,1,1,27.0,1,0,2660,14.4542,1,0,0,0,0,1
1142,1,1,0.92,1,2,34651,27.75,0,0,1,0,1,0
1143,0,0,20.0,0,0,2,7.925,0,0,1,0,0,1
1144,0,0,27.0,1,0,13508,136.7792,1,0,0,1,0,0
1145,0,0,24.0,0,0,7266,9.325,0,0,1,0,0,1
1146,0,0,32.5,0,0,345775,9.5,0,0,1,0,0,1
1147,0,0,27.0,0,0,42795,7.55,0,0,1,0,0,1
1148,0,0,27.0,0,0,4,7.75,0,1,0,0,0,1
1149,0,0,28.0,0,0,363611,8.05,0,0,1,0,0,1
1150,1,1,19.0,0,0,28404,13.0,0,0,1,0,1,0
1151,0,0,21.0,0,0,345501,7.775,0,0,1,0,0,1
1152,0,0,36.5,1,0,345572,17.4,0,0,1,0,0,1
1153,0,0,21.0,0,0,350410,7.8542,0,0,1,0,0,1
1154,1,1,29.0,0,2,29103,23.0,0,0,1,0,1,0
1155,1,1,1.0,1,1,350405,12.1833,0,0,1,0,0,1
1156,0,0,30.0,0,0,34644,12.7375,1,0,0,0,1,0
1157,0,0,27.0,0,0,349235,7.8958,0,0,1,0,0,1
1158,0,0,27.0,0,0,112051,0.0,0,0,1,1,0,0
1159,0,0,27.0,0,0,49867,7.55,0,0,1,0,0,1
1160,1,1,27.0,0,0,2,8.05,0,0,1,0,0,1
1161,0,0,17.0,0,0,315095,8.6625,0,0,1,0,0,1
1162,0,0,46.0,0,0,13050,75.2417,1,0,0,1,0,0
1163,0,0,27.0,0,0,368573,7.75,0,1,0,0,0,1
1164,1,1,26.0,1,0,13508,136.7792,1,0,0,1,0,0
1165,1,1,27.0,1,0,370371,15.5,0,1,0,0,0,1
1166,0,0,27.0,0,0,2676,7.225,1,0,0,0,0,1
1167,1,1,20.0,1,0,236853,26.0,0,0,1,0,1,0
1168,0,0,28.0,0,0,14888,10.5,0,0,1,0,1,0
1169,0,0,40.0,1,0,2926,26.0,0,0,1,0,1,0
1170,0,0,30.0,1,0,31352,21.0,0,0,1,0,1,0
1171,0,0,22.0,0,0,14260,10.5,0,0,1,0,1,0
1172,1,1,23.0,0,0,315085,8.6625,0,0,1,0,0,1
1173,0,0,0.75,1,1,3101315,13.775,0,0,1,0,0,1
1174,1,1,27.0,0,0,364859,7.75,0,1,0,0,0,1
1175,1,1,9.0,1,1,2650,15.2458,1,0,0,0,0,1
1176,1,1,2.0,1,1,370129,20.2125,0,0,1,0,0,1
1177,0,0,36.0,0,0,5,7.25,0,0,1,0,0,1
1178,0,0,27.0,0,0,3101314,7.25,0,0,1,0,0,1
1179,0,0,24.0,1,0,21228,82.2667,0,0,1,1,0,0
1180,0,0,27.0,0,0,2655,7.2292,1,0,0,0,0,1
1181,0,0,27.0,0,0,5,8.05,0,0,1,0,0,1
1182,0,0,27.0,0,0,17607,39.6,0,0,1,1,0,0
1183,1,1,30.0,0,0,382650,6.95,0,1,0,0,0,1
1184,0,0,27.0,0,0,2652,7.2292,1,0,0,0,0,1
1185,0,0,53.0,1,1,33638,81.8583,0,0,1,1,0,0
1186,0,0,36.0,0,0,345771,9.5,0,0,1,0,0,1
1187,0,0,26.0,0,0,349202,7.8958,0,0,1,0,0,1
1188,1,1,1.0,1,2,2123,41.5792,1,0,0,0,1,0
1189,0,0,27.0,2,0,2662,21.6792,1,0,0,0,0,1
1190,0,0,30.0,0,0,113801,45.5,0,0,1,1,0,0
1191,0,0,29.0,0,0,347467,7.8542,0,0,1,0,0,1
1192,0,0,32.0,0,0,347079,7.775,0,0,1,0,0,1
1193,0,0,27.0,0,0,237735,15.0458,1,0,0,0,1,0
1194,0,0,43.0,0,1,2,21.0,0,0,1,0,1,0
1195,0,0,24.0,0,0,315092,8.6625,0,0,1,0,0,1
1196,1,1,27.0,0,0,383123,7.75,0,1,0,0,0,1
1197,1,1,64.0,1,1,112901,26.55,0,0,1,1,0,0
1198,0,0,30.0,1,2,113781,151.55,0,0,1,1,0,0
1199,0,0,0.83,0,1,392091,9.35,0,0,1,0,0,1
1200,0,0,55.0,1,1,12749,93.5,0,0,1,1,0,0
1201,1,1,45.0,1,0,350026,14.1083,0,0,1,0,0,1
1202,0,0,18.0,0,0,315091,8.6625,0,0,1,0,0,1
1203,0,0,22.0,0,0,2658,7.225,1,0,0,0,0,1
1204,0,0,27.0,0,0,1588,7.575,0,0,1,0,0,1
1205,1,1,37.0,0,0,368364,7.75,0,1,0,0,0,1
1206,1,1,55.0,0,0,17760,135.6333,1,0,0,1,0,0
1207,1,1,17.0,0,0,3,7.7333,0,1,0,0,0,1
1208,0,0,57.0,1,0,17569,146.5208,1,0,0,1,0,0
1209,0,0,19.0,0,0,28004,10.5,0,0,1,0,1,0
1210,0,0,27.0,0,0,350408,7.8542,0,0,1,0,0,1
1211,0,0,22.0,2,0,31029,31.5,0,0,1,0,1,0
1212,0,0,26.0,0,0,347075,7.775,0,0,1,0,0,1
1213,0,0,25.0,0,0,2654,7.2292,1,0,0,0,0,1
1214,0,0,26.0,0,0,244368,13.0,0,0,1,0,1,0
1215,0,0,33.0,0,0,113790,26.55,0,0,1,1,0,0
1216,1,1,39.0,0,0,24160,211.3375,0,0,1,1,0,0
1217,0,0,23.0,0,0,3101309,7.05,0,0,1,0,0,1
1218,1,1,12.0,2,1,230136,39.0,0,0,1,0,1,0
1219,0,0,46.0,0,0,17585,79.2,1,0,0,1,0,0
1220,0,0,29.0,1,0,2003,26.0,0,0,1,0,1,0
1221,0,0,21.0,0,0,236854,13.0,0,0,1,0,1,0
1222,1,1,48.0,0,2,33112,36.75,0,0,1,0,1,0
1223,0,0,39.0,0,0,17580,29.7,1,0,0,1,0,0
1224,0,0,27.0,0,0,2684,7.225,1,0,0,0,0,1
1225,1,1,19.0,1,1,2653,15.7417,1,0,0,0,0,1
1226,0,0,27.0,0,0,349229,7.8958,0,0,1,0,0,1
1227,0,0,30.0,0,0,110469,26.0,0,0,1,1,0,0
1228,0,0,32.0,0,0,244360,13.0,0,0,1,0,1,0
1229,0,0,39.0,0,2,2675,7.2292,1,0,0,0,0,1
1230,0,0,25.0,0,0,31029,31.5,0,0,1,0,1,0
1231,0,0,27.0,0,0,2622,7.2292,1,0,0,0,0,1
1232,0,0,18.0,0,0,15185,10.5,0,0,1,0,1,0
1233,0,0,32.0,0,0,350403,7.5792,0,0,1,0,0,1
1234,0,0,27.0,1,9,2343,69.55,0,0,1,0,0,1
1235,1,1,58.0,0,1,17755,512.3292,1,0,0,1,0,0
1236,0,0,27.0,1,1,5,14.5,0,0,1,0,0,1
1237,1,1,16.0,0,0,348125,7.65,0,0,1,0,0,1
1238,0,0,26.0,0,0,237670,13.0,0,0,1,0,1,0
1239,1,1,38.0,0,0,2688,7.2292,1,0,0,0,0,1
1240,0,0,24.0,0,0,248726,13.5,0,0,1,0,1,0
1241,1,1,31.0,0,0,13528,21.0,0,0,1,0,1,0
1242,1,1,45.0,0,1,17759,63.3583,1,0,0,1,0,0
1243,0,0,25.0,0,0,13540,10.5,0,0,1,0,1,0
1244,0,0,18.0,0,0,14879,73.5,0,0,1,0,1,0
1245,0,0,49.0,1,2,220845,65.0,0,0,1,0,1,0
1246,1,1,0.17,1,2,2315,20.575,0,0,1,0,0,1
1247,0,0,50.0,0,0,113044,26.0,0,0,1,1,0,0
1248,1,1,59.0,2,0,11769,51.4792,0,0,1,1,0,0
1249,0,0,27.0,0,0,1222,7.8792,0,0,1,0,0,1
1250,0,0,27.0,0,0,368402,7.75,0,1,0,0,0,1
1251,1,1,30.0,1,0,349910,15.55,0,0,1,0,0,1
1252,0,0,14.5,8,2,2343,69.55,0,0,1,0,0,1
1253,1,1,24.0,1,1,2079,37.0042,1,0,0,0,1,0
1254,1,1,31.0,0,0,31352,21.0,0,0,1,0,1,0
1255,0,0,27.0,0,0,315083,8.6625,0,0,1,0,0,1
1256,1,1,25.0,1,0,11765,55.4417,1,0,0,1,0,0
1257,1,1,27.0,1,9,2343,69.55,0,0,1,0,0,1
1258,0,0,27.0,1,0,2689,14.4583,1,0,0,0,0,1
1259,1,1,22.0,0,0,3101295,39.6875,0,0,1,0,0,1
1260,1,1,45.0,0,1,112378,59.4,1,0,0,1,0,0
1261,0,0,29.0,0,0,2147,13.8583,1,0,0,0,1,0
1262,0,0,21.0,1,0,28133,11.5,0,0,1,0,1,0
1263,1,1,31.0,0,0,16966,134.5,1,0,0,1,0,0
1264,0,0,49.0,0,0,112058,0.0,0,0,1,1,0,0
1265,0,0,44.0,0,0,248746,13.0,0,0,1,0,1,0
1266,1,1,54.0,1,1,33638,81.8583,0,0,1,1,0,0
1267,1,1,45.0,0,0,17608,262.375,1,0,0,1,0,0
1268,1,1,22.0,2,0,315152,8.6625,0,0,1,0,0,1
1269,0,0,21.0,0,0,29107,11.5,0,0,1,0,1,0
1270,0,0,55.0,0,0,680,50.0,0,0,1,1,0,0
1271,0,0,5.0,4,2,347077,31.3875,0,0,1,0,0,1
1272,0,0,27.0,0,0,366713,7.75,0,1,0,0,0,1
1273,0,0,26.0,0,0,330910,7.8792,0,1,0,0,0,1
1274,1,1,27.0,0,0,364498,14.5,0,0,1,0,0,1
1275,1,1,19.0,1,0,376566,16.1,0,0,1,0,0,1
1276,0,0,27.0,0,0,2159,12.875,0,0,1,0,1,0
1277,1,1,24.0,1,2,220845,65.0,0,0,1,0,1,0
1278,0,0,24.0,0,0,349911,7.775,0,0,1,0,0,1
1279,0,0,57.0,0,0,244346,13.0,0,0,1,0,1,0
1280,0,0,21.0,0,0,364858,7.75,0,1,0,0,0,1
1281,0,0,6.0,3,1,349909,21.075,0,0,1,0,0,1
1282,0,0,23.0,0,0,12749,93.5,0,0,1,1,0,0
1283,1,1,51.0,0,1,17592,39.4,0,0,1,1,0,0
1284,0,0,13.0,0,2,2673,20.25,0,0,1,0,0,1
1285,0,0,47.0,0,0,30769,10.5,0,0,1,0,1,0
1286,0,0,29.0,3,1,315153,22.025,0,0,1,0,0,1
1287,1,1,18.0,1,0,13695,60.0,0,0,1,1,0,0
1288,0,0,24.0,0,0,371109,7.25,0,1,0,0,0,1
1289,1,1,48.0,1,1,13567,79.2,1,0,0,1,0,0
1290,0,0,22.0,0,0,347065,7.775,0,0,1,0,0,1
1291,0,0,31.0,0,0,21332,7.7333,0,1,0,0,0,1
1292,1,1,30.0,0,0,36928,164.8667,0,0,1,1,0,0
1293,0,0,38.0,1,0,28664,21.0,0,0,1,0,1,0
1294,1,1,22.0,0,1,112378,59.4,1,0,0,1,0,0
1295,0,0,17.0,0,0,113059,47.1,0,0,1,1,0,0
1296,0,0,43.0,1,0,17765,27.7208,1,0,0,1,0,0
1297,0,0,20.0,0,0,2166,13.8625,1,0,0,0,1,0
